region,cement_type,cement_content_kgm3,water_cement_ratio,fly_ash_pct,admixture_type,admixture_dosage_pct,curing_method,curing_temperature_C,curing_duration_hr,element_thickness_mm,element_type,ambient_temperature_C,relative_humidity_pct,season,automation_level,mould_reset_time_hr,strength_gain_time_hr,total_cycle_time_hr,cost_per_cycle_inr
Central,PPC,403,0.51,19,HRWR,0.11,Polythene,30.431375867833847,11,100,Wall Panel,28.55425851561775,49.239656483003486,Winter,Manual,3.3,20.81,24.61,5377.82
North,OPC53,413,0.34,8,HRWR,0.76,Accelerated,75.66106706833266,10,200,Wall Panel,27.503503405757375,27.947012611576806,Winter,Fully-Auto,2.1,4.0,6.6,3836.75
North,OPC53,445,0.34,25,Accelerator,0.94,Ambient,26.296191003660503,18,300,Column,27.62464476213189,71.71365233344461,Monsoon,Fully-Auto,3.2,7.39,11.09,3413.14
Central,PPC,389,0.46,15,None,0.56,Steam,62.328252148195496,17,300,Slab,37.39545924547395,45.637404538068004,Monsoon,Semi-Auto,0.7,7.38,8.58,4221.12
South,PPC,323,0.31,19,None,0.67,Polythene,32.74204148109469,7,400,Column,27.660990073698095,65.6393923153148,Monsoon,Manual,0.7,17.73,18.93,4468.61
Central,PPC,409,0.3,18,None,1.59,Ambient,26.81530534207558,9,150,Column,50.42083141270717,59.04646323825589,Monsoon,Semi-Auto,3.3,13.26,17.06,3968.86
East,OPC53,306,0.41,10,None,0.99,Ambient,25.625061271354483,17,250,Wall Panel,27.477006335278915,93.28389385338367,Monsoon,Manual,0.6,24.51,25.61,4961.89
South,PSC,499,0.37,6,HRWR,1.08,Ambient,24.34142555009748,16,300,Wall Panel,26.163174395874783,76.1067325612925,Winter,Semi-Auto,1.0,12.58,14.08,4493.11
North,PSC,396,0.32,1,Accelerator,1.12,Ambient,23.65710140540459,22,200,Wall Panel,32.088438861654346,67.21334857188091,Summer,Semi-Auto,1.1,13.22,14.82,3833.57
Central,PPC,471,0.32,14,HRWR,1.23,Ambient,29.73538052297047,13,250,Column,53.01947885167439,48.791332882693986,Monsoon,Manual,2.6,9.67,12.77,4575.21
North,OPC53,459,0.4,8,HRWR,1.5,Polythene,30.650935142941137,22,500,Wall Panel,9.918746589935726,52.45880066962523,Summer,Manual,2.6,10.52,13.62,4643.76
North,OPC53,335,0.4,13,Accelerator,0.12,Ambient,25.03970873549986,13,250,Staircase,41.54820895973884,35.65419873323283,Summer,Semi-Auto,3.7,16.08,20.28,3646.77
Central,OPC53,448,0.51,22,Retarder,1.11,Accelerated,76.71109123190983,15,250,Staircase,35.64618161770552,52.814265737086494,Summer,Manual,2.1,5.24,7.84,4920.53
East,PPC,483,0.38,26,Retarder,1.25,Steam,60.88532856577915,12,200,Staircase,29.81112029502893,98.0,Winter,Manual,3.9,4.63,9.03,4510.72
North,OPC53,354,0.4,10,Accelerator,1.04,Ambient,31.716248296466976,12,100,Wall Panel,29.499775552869206,43.24616389123807,Monsoon,Semi-Auto,1.3,12.0,13.8,3505.4
North,OPC53,484,0.45,8,Accelerator,0.82,Accelerated,78.08193099022316,13,200,Column,23.85278524745293,67.9493862396652,Summer,Semi-Auto,4.0,4.0,8.5,4595.79
North,OPC53,438,0.47,2,None,1.75,Polythene,31.163302556008173,16,100,Staircase,45.922568691276304,64.38389724272767,Monsoon,Semi-Auto,2.0,14.21,16.71,4284.28
North,PPC,496,0.34,11,Accelerator,1.96,Polythene,27.79408580248165,10,250,Slab,2.0486129154915957,44.67341884358466,Monsoon,Manual,1.6,6.62,8.72,4426.64
South,PSC,407,0.37,1,HRWR,0.55,Accelerated,75.72589439960599,8,300,Slab,29.29112127852407,84.72918343594598,Winter,Fully-Auto,1.4,4.0,5.9,3808.0
Central,PSC,361,0.42,27,None,0.35,Polythene,29.880158897861406,13,500,Beam,26.39354078971981,81.26655308539443,Winter,Semi-Auto,0.7,26.87,28.07,4802.6
Central,OPC43,347,0.47,24,None,1.21,Steam,63.95496875410244,13,300,Slab,33.53718849104208,95.64821115359213,Monsoon,Semi-Auto,0.6,8.45,9.55,4173.61
South,OPC53,344,0.51,1,Retarder,1.45,Polythene,35.32637075430013,12,300,Staircase,33.004516758699886,96.31301639157729,Summer,Manual,0.6,26.84,27.94,5792.09
Central,PPC,386,0.39,2,Accelerator,1.77,Steam,63.724511959106444,18,100,Beam,19.153144590261824,61.486496219541976,Monsoon,Fully-Auto,0.6,4.0,5.1,3326.66
South,PPC,336,0.39,5,None,0.87,Accelerated,70.18647569662072,6,400,Wall Panel,29.058332624869262,83.32615595979972,Winter,Semi-Auto,3.2,5.32,9.02,3903.2
East,PSC,351,0.43,27,HRWR,0.38,Polythene,28.2698960754491,23,150,Wall Panel,34.854059523377146,64.44665300238877,Summer,Semi-Auto,2.3,22.74,25.54,4487.7
North,OPC53,395,0.34,14,Accelerator,1.54,Polythene,27.227678745891247,17,100,Staircase,-6.656032414530294,42.63916333241492,Winter,Manual,2.3,6.3,9.1,3693.72
South,PSC,384,0.43,6,None,1.98,Accelerated,78.27712077959563,12,200,Column,29.603649042425367,64.89109530357415,Winter,Fully-Auto,3.6,4.0,8.1,3802.62
West,OPC53,427,0.45,25,Accelerator,0.02,Steam,67.21898327286209,23,200,Wall Panel,46.116231339595515,32.140444566936296,Monsoon,Semi-Auto,3.8,4.0,8.3,3779.75
South,PPC,482,0.54,14,None,1.2,Ambient,30.58341061651385,17,100,Slab,27.92144341964476,85.38001000167542,Summer,Manual,3.3,21.04,24.84,6005.6
South,OPC43,446,0.41,7,HRWR,0.13,Polythene,27.471496937070683,10,200,Column,39.484162713323705,56.98885459223851,Winter,Manual,1.4,13.09,14.99,4776.86
North,PSC,355,0.54,16,Accelerator,0.66,Polythene,27.193353618075967,19,200,Staircase,55.842651914996864,54.967033099735346,Summer,Fully-Auto,3.7,21.68,25.88,3517.56
Central,OPC53,311,0.34,26,None,0.11,Accelerated,75.90338257694673,17,500,Wall Panel,33.25935319634548,67.6972120857373,Summer,Semi-Auto,2.6,4.79,7.89,3451.85
West,OPC53,311,0.48,29,Accelerator,1.57,Ambient,26.11758654865373,10,300,Staircase,33.42559458131769,15.0,Winter,Semi-Auto,3.4,18.33,22.23,3703.16
West,PSC,380,0.43,16,None,1.66,Ambient,26.81947958604098,23,150,Staircase,34.57780949251892,38.462387003214005,Summer,Semi-Auto,3.6,23.64,27.74,4540.67
Central,OPC43,425,0.54,12,Accelerator,1.22,Steam,66.0250654177147,13,150,Slab,34.90428756732518,49.88132899113889,Summer,Semi-Auto,0.8,4.44,5.74,3912.09
South,OPC43,398,0.53,1,Accelerator,1.32,Polythene,22.014396764960622,16,100,Wall Panel,35.597373655598204,81.36466908956771,Winter,Manual,3.1,18.76,22.36,5176.42
South,OPC53,471,0.46,12,Accelerator,0.31,Polythene,31.699904216766342,17,200,Wall Panel,30.17571629784592,82.07051176798808,Winter,Fully-Auto,2.6,9.26,12.36,3692.04
East,PSC,465,0.31,27,Accelerator,1.19,Polythene,28.157021866192594,15,250,Column,25.496160372617584,77.77667928955313,Summer,Semi-Auto,0.5,7.2,8.2,3936.88
South,OPC43,492,0.3,0,Accelerator,1.63,Polythene,29.56445913759821,15,150,Staircase,31.361880324885778,61.664669672554595,Summer,Fully-Auto,1.1,4.43,6.03,3714.65
South,OPC53,435,0.37,27,None,0.2,Ambient,29.159368733708142,23,200,Staircase,33.0733145154434,81.1332237860509,Winter,Manual,1.7,12.28,14.48,4527.09
West,OPC43,366,0.36,2,HRWR,0.02,Steam,63.35042276486163,9,100,Column,41.712127287661545,69.54393041705325,Winter,Semi-Auto,3.8,4.0,8.3,3379.43
East,OPC53,481,0.42,8,Accelerator,1.0,Polythene,31.967668328866758,15,100,Beam,40.41594825739532,83.90871817517369,Winter,Fully-Auto,2.0,7.94,10.44,3769.97
East,PPC,342,0.45,4,None,0.47,Accelerated,74.29348081759979,15,500,Column,43.845465248088274,98.0,Winter,Semi-Auto,2.0,7.72,10.22,4493.7
South,PPC,313,0.42,12,None,1.13,Ambient,29.68683542512622,17,500,Slab,34.331935648100426,69.46844251673063,Summer,Manual,1.9,32.75,35.15,6065.27
Central,PSC,451,0.51,5,Retarder,1.28,Steam,69.4427147050135,6,400,Column,13.713336086835703,71.7313748851561,Monsoon,Semi-Auto,3.9,10.92,15.32,5355.71
Central,OPC53,342,0.47,3,HRWR,1.08,Steam,64.40110843712512,10,500,Wall Panel,38.933748097275014,83.26021514194079,Winter,Semi-Auto,1.5,6.43,8.43,3792.1
Central,PPC,399,0.51,13,HRWR,1.09,Ambient,27.676850090511625,15,150,Beam,40.64959385120217,64.60629232788246,Winter,Semi-Auto,3.2,23.75,27.45,4710.29
North,PPC,415,0.41,11,None,1.7,Polythene,30.453258442158297,22,300,Slab,2.553659537145599,62.94707623091849,Summer,Manual,1.8,17.41,19.71,5195.42
West,OPC43,383,0.37,7,Accelerator,1.42,Accelerated,75.71713418587558,8,100,Staircase,27.99113978467339,33.725985686842904,Monsoon,Fully-Auto,2.3,4.0,6.8,3639.79
West,PSC,370,0.4,1,HRWR,1.42,Steam,63.4321912262748,15,200,Column,37.663602757805705,78.17316544882382,Summer,Fully-Auto,3.8,6.23,10.53,3573.98
South,PSC,497,0.38,28,Accelerator,0.95,Ambient,29.35152357740891,18,500,Wall Panel,40.286357231639336,66.88979326663289,Summer,Semi-Auto,0.5,10.56,11.56,4355.81
East,PPC,369,0.42,26,HRWR,1.4,Steam,60.864846721586204,7,400,Wall Panel,34.4470519771579,74.98991306486492,Monsoon,Manual,3.5,7.03,11.03,4282.34
North,PSC,356,0.54,0,Accelerator,1.02,Ambient,30.031985085124447,16,400,Slab,13.520417350350064,42.129896867074194,Summer,Fully-Auto,0.8,26.52,27.82,3570.32
East,OPC43,310,0.32,11,Retarder,0.73,Steam,64.92509848273382,18,250,Slab,19.49553362856006,73.22026419651239,Monsoon,Manual,1.0,6.59,8.09,3763.61
West,PSC,384,0.54,14,Accelerator,0.63,Accelerated,78.82894508452821,10,150,Slab,30.880808056960348,15.0,Summer,Manual,1.6,5.03,7.13,4263.74
West,PPC,414,0.52,27,Retarder,1.49,Ambient,22.99343969442674,21,250,Wall Panel,32.11329740294648,35.66751844900882,Summer,Manual,1.7,41.99,44.19,8015.35
West,OPC43,343,0.33,5,None,0.22,Steam,63.08261647756815,22,150,Slab,38.89394783616758,41.52776583986528,Winter,Semi-Auto,2.8,5.08,8.38,3466.56
West,PPC,401,0.35,5,Retarder,0.43,Polythene,23.52473555516575,19,300,Slab,36.367358320267854,58.863651014951266,Winter,Fully-Auto,1.5,25.16,27.16,3927.99
Central,OPC53,385,0.42,23,Accelerator,1.39,Ambient,31.15406316158307,22,500,Column,46.308452214082315,71.80513733941783,Monsoon,Semi-Auto,1.3,14.56,16.36,3856.95
East,OPC43,439,0.37,10,Accelerator,1.72,Ambient,25.410911242351666,21,100,Column,30.87148085975488,73.25349893542007,Winter,Semi-Auto,2.4,11.4,14.3,4062.07
West,PPC,398,0.38,5,HRWR,0.04,Ambient,29.09697498060427,10,300,Beam,35.615397304658664,25.206953593567217,Monsoon,Semi-Auto,2.4,19.05,21.95,4359.28
North,PPC,372,0.37,7,None,2.0,Ambient,29.78604539149474,17,100,Slab,36.575403684278044,68.59106322080285,Summer,Manual,0.7,17.84,19.04,4835.66
Central,PPC,386,0.38,12,None,1.4,Ambient,33.08423830558473,18,150,Slab,37.4197315176783,65.7862098751295,Summer,Semi-Auto,1.8,14.9,17.2,3961.62
Central,PSC,395,0.54,10,None,0.8,Ambient,26.52809184000741,9,300,Column,16.102553115571162,37.32237557982546,Monsoon,Manual,3.9,35.04,39.44,6965.95
West,OPC53,498,0.34,19,Retarder,0.27,Steam,63.46086804867455,20,250,Column,31.57216367498883,15.0,Winter,Fully-Auto,1.3,4.0,5.8,4150.92
West,OPC53,425,0.31,13,None,0.38,Ambient,30.38260137206122,15,200,Staircase,43.235320077389474,22.16999081980199,Monsoon,Manual,1.5,9.32,11.32,4105.94
East,OPC53,395,0.49,11,None,0.42,Polythene,29.356060738657106,11,200,Beam,34.74514681849998,79.27067350264478,Winter,Manual,3.5,18.36,22.36,5117.24
South,PPC,484,0.39,5,None,0.58,Ambient,28.298888165687167,10,300,Wall Panel,25.055762082847878,88.34678737162248,Summer,Fully-Auto,1.1,15.09,16.69,3986.82
West,OPC43,343,0.32,5,Accelerator,0.08,Polythene,31.46952342976356,11,100,Column,28.416407325170056,48.27231960385789,Summer,Manual,3.4,8.59,12.49,3479.3
Central,OPC53,337,0.36,21,Accelerator,1.84,Steam,57.796822519982186,8,100,Column,37.64409919596821,38.7815841750797,Monsoon,Semi-Auto,2.8,5.26,8.56,3483.99
South,OPC53,365,0.49,29,Retarder,0.74,Ambient,32.98208042318105,11,300,Wall Panel,25.573755360120877,80.42898337441342,Summer,Manual,0.8,28.01,29.31,5919.39
East,PSC,319,0.37,28,Accelerator,1.3,Polythene,34.00971747379737,8,200,Staircase,26.111176414722927,98.0,Summer,Semi-Auto,0.7,13.26,14.46,3341.45
South,PSC,410,0.53,10,Accelerator,0.6,Steam,59.94031296869097,9,200,Column,32.31913902289698,71.47765788967934,Monsoon,Fully-Auto,3.6,6.62,10.72,4030.76
Central,OPC53,461,0.49,25,None,1.41,Accelerated,80.8817038146712,23,100,Beam,25.329315381980923,49.93811119928337,Winter,Fully-Auto,3.0,4.0,7.5,4264.31
Central,OPC53,405,0.42,2,None,1.27,Ambient,27.82946926355362,22,150,Beam,15.285234680547905,55.40356813816232,Winter,Manual,0.7,15.91,17.11,4746.14
North,OPC43,499,0.52,17,Accelerator,1.8,Steam,64.3452203407705,17,200,Column,23.82987037209837,66.34030084995867,Summer,Manual,2.9,4.0,7.4,4461.06
East,PPC,404,0.41,25,None,0.09,Ambient,30.710974668912478,19,400,Slab,40.02922882935579,76.28191545119167,Monsoon,Manual,3.2,21.63,25.33,5476.33
West,PPC,468,0.45,11,Retarder,1.7,Ambient,30.548711018851016,16,200,Slab,32.430047832585274,55.79335755926222,Monsoon,Semi-Auto,3.5,22.52,26.52,5095.26
West,PPC,340,0.3,14,HRWR,1.71,Steam,62.33280031180867,7,200,Staircase,50.64281959149753,15.0,Summer,Semi-Auto,3.1,4.34,7.94,3258.85
South,OPC43,403,0.3,23,None,0.86,Accelerated,77.77939225994338,18,300,Staircase,35.75540043286275,73.85842351815053,Summer,Fully-Auto,2.7,4.0,7.2,3788.14
North,OPC53,487,0.39,3,None,0.53,Ambient,22.358206573825974,21,250,Staircase,18.655779374292912,72.7893214622578,Winter,Manual,0.6,12.77,13.87,4950.72
East,PPC,460,0.4,20,None,0.57,Ambient,27.20276681500501,19,100,Slab,30.68792356882681,83.13167800811436,Winter,Manual,1.8,15.98,18.28,5189.02
South,OPC53,386,0.31,28,Accelerator,1.11,Ambient,24.02733739159719,10,500,Beam,39.392215181821705,77.34924504759897,Summer,Semi-Auto,2.2,10.31,13.01,3606.42
East,OPC53,422,0.31,25,HRWR,0.81,Ambient,31.709754608781907,21,400,Staircase,29.655665972867446,88.21411829229325,Monsoon,Manual,0.6,11.06,12.16,4366.74
North,OPC53,353,0.43,9,HRWR,0.65,Polythene,27.44752701135623,9,200,Beam,22.565461612001176,28.05390421677947,Summer,Manual,3.0,17.39,20.89,4643.38
South,PPC,472,0.5,1,Accelerator,1.45,Accelerated,71.31791981182043,18,500,Wall Panel,36.0681752216875,63.499276218211875,Winter,Manual,3.1,4.0,7.6,4587.5
Central,PPC,406,0.43,28,HRWR,0.33,Accelerated,77.23177238707143,23,400,Wall Panel,48.37238228349311,62.9936354146846,Winter,Manual,2.3,4.0,6.8,4110.72
North,PPC,450,0.5,4,HRWR,0.08,Ambient,29.42658121734442,10,250,Wall Panel,10.601718714863985,55.11140387708054,Monsoon,Fully-Auto,2.2,20.83,23.53,3976.57
South,PPC,435,0.34,18,Retarder,1.29,Steam,67.30360730218536,21,400,Column,35.81054242318394,71.16019980535684,Winter,Semi-Auto,1.1,5.94,7.54,4291.28
South,OPC53,382,0.53,10,HRWR,1.53,Ambient,32.6988071334871,14,250,Wall Panel,38.18273024803908,77.60630370272527,Winter,Semi-Auto,2.0,20.78,23.28,4332.35
West,OPC43,320,0.39,10,Retarder,0.45,Steam,63.844907534610314,7,250,Beam,28.80001550577549,59.1929694443956,Winter,Manual,0.7,8.03,9.23,4203.79
West,PSC,497,0.43,16,HRWR,1.39,Polythene,30.491813824786824,21,400,Wall Panel,37.60718300244888,39.84012098162562,Winter,Manual,1.8,13.24,15.54,5267.0
East,PPC,328,0.43,6,None,0.17,Steam,61.161298107637876,16,150,Column,26.906269898959042,68.28632778994005,Winter,Fully-Auto,3.1,6.03,9.63,3294.02
South,OPC53,348,0.44,26,None,1.89,Ambient,24.238113795972577,15,300,Beam,29.924561036856137,59.93140919005351,Summer,Fully-Auto,1.6,24.16,26.26,3407.34
East,PSC,383,0.36,11,HRWR,0.48,Ambient,25.968904448061423,6,400,Wall Panel,21.11986797813728,81.4198033774694,Winter,Manual,1.9,22.16,24.56,5337.05
South,OPC53,318,0.42,22,Retarder,0.67,Accelerated,73.2231310678163,23,500,Column,31.93681992795857,48.787958351510156,Winter,Manual,2.2,6.67,9.37,4385.85
Central,PSC,408,0.48,25,HRWR,1.05,Steam,63.46050717494708,10,200,Column,29.273743045100666,60.60071704055394,Winter,Manual,2.9,4.58,7.98,4081.49
East,OPC43,417,0.34,17,Retarder,0.17,Ambient,23.539280955541322,23,200,Slab,22.966485843158605,55.884171578691706,Winter,Semi-Auto,1.8,20.1,22.4,4603.84
Central,OPC53,347,0.45,27,None,1.7,Ambient,24.972734548254746,11,200,Beam,58.45140498695922,60.685164130880544,Winter,Semi-Auto,1.3,22.91,24.71,4332.49
South,OPC43,319,0.46,22,None,1.41,Steam,66.33877845270018,21,100,Column,38.89625735929993,90.50377948590886,Summer,Fully-Auto,3.3,8.08,11.88,3522.59
West,OPC53,328,0.39,17,Accelerator,0.76,Steam,67.86382507434595,7,400,Wall Panel,41.364613586295846,24.617861625047123,Winter,Fully-Auto,0.6,4.12,5.22,2945.62
Central,OPC53,462,0.46,18,Retarder,0.5,Steam,62.46136111077347,21,250,Slab,32.97628585687795,79.49865024286191,Monsoon,Manual,1.8,5.88,8.18,4694.04
West,PSC,375,0.34,3,Accelerator,0.13,Ambient,27.11996309260499,16,100,Beam,38.8705419545404,38.68615482000091,Monsoon,Fully-Auto,1.5,10.62,12.62,3031.48
East,PSC,433,0.4,21,None,1.59,Polythene,29.616602706749827,10,100,Column,37.193210260276146,86.14794321398155,Summer,Semi-Auto,2.9,15.86,19.26,4497.77
Central,OPC53,420,0.4,25,None,1.34,Steam,68.6153068363095,19,200,Slab,52.75998047562917,47.64111867555019,Summer,Fully-Auto,1.7,4.0,6.2,3602.44
West,OPC53,329,0.35,4,None,1.12,Accelerated,74.44384748604847,8,500,Beam,39.34088778152446,28.37988879286743,Summer,Semi-Auto,3.6,4.04,8.14,3444.96
South,PSC,341,0.32,11,None,1.62,Ambient,33.13999425849868,23,400,Staircase,31.836299544161427,76.15767860865925,Summer,Manual,1.6,20.49,22.59,4851.64
North,PSC,334,0.44,4,None,0.63,Ambient,22.47223629683766,15,300,Beam,38.392556634413694,69.99012538482073,Summer,Fully-Auto,2.5,35.26,38.26,3727.82
East,OPC53,409,0.36,19,HRWR,0.71,Accelerated,77.52263294698919,23,100,Slab,37.15125743022105,74.72382938894165,Monsoon,Manual,2.1,4.0,6.6,4174.58
West,PSC,300,0.41,17,HRWR,1.17,Polythene,32.70178076018605,19,200,Wall Panel,15.642660886609043,42.79660426571464,Monsoon,Fully-Auto,3.7,21.02,25.22,3019.35
East,PSC,390,0.35,17,HRWR,1.54,Ambient,26.541555074856728,14,300,Beam,35.483597948963975,85.35432668011012,Summer,Semi-Auto,1.1,19.29,20.89,4357.18
South,PPC,368,0.44,3,None,0.08,Ambient,28.308305110445325,23,200,Staircase,30.56352068439705,57.25904359789638,Monsoon,Semi-Auto,1.5,25.43,27.43,4691.35
Central,PPC,489,0.38,12,Retarder,1.41,Ambient,30.355166284299756,18,300,Beam,41.224891915842505,38.28680174252246,Winter,Fully-Auto,3.0,17.42,20.92,4145.91
East,PSC,429,0.4,11,None,1.8,Ambient,23.82159942002072,16,400,Slab,30.418922677129334,93.76386854901095,Summer,Semi-Auto,1.0,25.49,26.99,5115.59
East,PSC,367,0.32,23,HRWR,1.99,Polythene,27.76003608024808,15,400,Beam,21.823095995360834,75.09340507912992,Summer,Semi-Auto,1.4,17.59,19.49,4210.76
East,OPC43,353,0.43,1,Accelerator,1.27,Ambient,28.348407340670065,19,150,Staircase,49.98392112416392,74.0447293500675,Summer,Semi-Auto,0.6,15.09,16.19,3686.14
North,PSC,427,0.36,0,HRWR,0.32,Accelerated,71.111419104557,12,500,Slab,21.25163389864959,63.63936843858561,Summer,Manual,2.3,4.0,6.8,4233.93
East,PPC,319,0.32,22,HRWR,1.28,Ambient,32.19257603729099,23,400,Column,19.794248868121137,93.21700293249773,Summer,Fully-Auto,0.8,19.26,20.56,2931.73
West,OPC43,430,0.48,27,Accelerator,0.86,Accelerated,80.84636443357911,12,100,Column,28.132658695554007,33.163836107238,Monsoon,Semi-Auto,3.8,4.33,8.63,4168.66
West,PSC,359,0.47,26,Accelerator,0.26,Steam,60.56497163257494,23,100,Column,48.063852190085676,62.29767877926217,Monsoon,Manual,4.0,6.15,10.65,4061.05
North,OPC53,450,0.52,14,Accelerator,0.09,Steam,63.06582930624343,14,200,Slab,32.27836363588851,55.32382256169866,Winter,Manual,2.9,4.67,8.07,4280.27
West,OPC53,448,0.45,7,None,1.16,Steam,65.02279679138039,15,300,Wall Panel,29.50873187690026,45.67456038348397,Winter,Semi-Auto,2.1,4.0,6.6,3927.2
South,PSC,404,0.52,29,None,0.86,Polythene,25.038113287152427,15,300,Column,38.532267534128465,52.585814053557996,Winter,Fully-Auto,1.9,31.47,33.87,4231.74
South,OPC53,356,0.38,20,HRWR,1.72,Steam,63.89466465954691,22,100,Staircase,28.948352173985775,72.64805947908839,Summer,Semi-Auto,3.7,4.12,8.32,3309.32
Central,OPC53,430,0.49,24,Retarder,0.13,Polythene,27.645039742208677,21,150,Beam,25.15095918239962,64.29417598157315,Monsoon,Manual,2.6,22.53,25.63,5817.76
East,PPC,305,0.41,23,None,1.11,Ambient,24.222051148451033,18,500,Wall Panel,39.339624507831296,64.89165592104081,Summer,Manual,3.2,36.91,40.61,6598.44
Central,PSC,366,0.38,21,Accelerator,0.38,Steam,68.1541746791701,17,100,Beam,33.98446063691954,64.06855979095506,Monsoon,Semi-Auto,1.5,4.45,6.45,3502.26
West,OPC53,393,0.4,3,Accelerator,1.52,Ambient,30.17757679992912,10,400,Slab,40.243648553529624,37.82572786088724,Summer,Manual,3.5,13.4,17.4,4389.19
East,PPC,360,0.35,12,Accelerator,1.44,Ambient,25.703701025035002,14,200,Beam,26.79670299888304,92.16581197404409,Monsoon,Semi-Auto,3.4,14.07,17.97,3589.93
North,PSC,468,0.33,16,Accelerator,1.37,Accelerated,75.01572856578112,23,300,Wall Panel,28.717881559456806,44.75116404214937,Winter,Fully-Auto,1.7,4.0,6.2,4278.31
South,PPC,450,0.33,26,HRWR,1.83,Ambient,27.69479939399872,23,200,Slab,25.021936018817208,71.06213223889337,Summer,Manual,2.7,12.06,15.26,4657.74
East,OPC43,413,0.42,14,Accelerator,1.84,Polythene,27.444667182331653,21,200,Staircase,33.058138739384546,98.0,Summer,Manual,1.4,12.4,14.3,4440.53
East,OPC43,450,0.5,15,None,1.27,Ambient,30.447120111997602,22,300,Staircase,20.66142281455496,65.81440027554808,Monsoon,Manual,2.2,21.02,23.72,5748.58
East,PSC,377,0.43,7,None,1.56,Ambient,25.211323555027285,12,300,Slab,34.12560090645542,79.08232314286475,Monsoon,Manual,1.0,31.1,32.6,6441.11
West,OPC53,467,0.32,27,Accelerator,0.11,Polythene,27.23963879070335,8,200,Slab,34.0570310021416,53.03499249169258,Winter,Semi-Auto,1.5,4.36,6.36,3531.81
North,PSC,375,0.47,29,Accelerator,0.36,Polythene,32.62598843225817,7,250,Column,22.813192558380077,63.10354768775037,Winter,Semi-Auto,3.6,15.7,19.8,3974.46
South,OPC43,353,0.48,17,Accelerator,1.44,Ambient,29.061638632708,21,250,Wall Panel,33.227761914150285,72.92069552851922,Winter,Semi-Auto,2.8,17.49,20.79,3886.38
South,OPC43,366,0.52,11,HRWR,1.12,Accelerated,76.17153033630915,18,250,Staircase,30.94323385957146,66.99908293713428,Summer,Semi-Auto,3.6,6.32,10.42,4385.93
North,PPC,323,0.53,18,HRWR,1.9,Ambient,23.937988921022274,17,300,Slab,27.77654714869803,15.0,Monsoon,Semi-Auto,1.7,38.33,40.53,5269.53
West,PPC,423,0.49,20,HRWR,0.94,Steam,64.15519974083784,21,200,Column,31.158144391883525,38.55094102758571,Winter,Semi-Auto,0.8,7.01,8.31,4333.7
West,OPC53,451,0.41,21,None,1.97,Ambient,28.949685479531006,16,300,Staircase,26.12497224269548,58.31229332991036,Summer,Manual,2.3,14.76,17.56,5022.43
Central,PSC,442,0.55,3,HRWR,0.05,Steam,67.45272012688625,7,300,Column,27.928245838642702,59.2231016735761,Monsoon,Manual,1.6,6.75,8.85,4697.91
